date_registered,gender,birthdate,current_location,employer,job,age,salary,credit_card_provider
2022-01-19,M,1943-07-07,"[3.4, -43.5]",Mccullough-Henderson,Other,<20,90k-120k,Discover
2019-09-22,M,2016-10-11,"[-47.5, -129.4]",Sullivan PLC,Other,40-49,90k-120k,JCB 15 digit
2020-11-10,F,2002-02-08,"[-85.6, -171.2]","Stephens, Benitez and Cole",Other,30-39,150k+,VISA 13 digit
2020-05-23,M,1989-02-23,"[82.2, 168.9]",Hall Group,Other,30-39,90k-120k,American Express
2019-10-26,F,1979-11-08,"[81.0, 179.6]",Gallagher LLC,Other,<20,150k+,Diners Club / Carte Blanche
2021-09-08,M,2002-01-12,"[-27.6, 48.9]",Ward-Diaz,Other,60+,150k+,Diners Club / Carte Blanche
2021-05-05,F,1915-09-14,"[52.5, 60.5]",Carr-Sparks,Other,50-59,150k+,JCB 15 digit
2019-12-15,F,1967-02-23,"[78.0, 64.3]",Johnson-Morales,Other,50-59,150k+,VISA 19 digit
2021-11-18,M,1958-09-15,"[-89.0, 123.7]",Duffy LLC,Other,30-39,150k+,Discover
2021-11-30,F,1955-06-04,"[66.2, -48.0]",Lee Group,Other,20-29,90k-120k,JCB 16 digit
2021-06-22,F,1974-01-23,"[12.7, -3.5]",Watson PLC,Other,20-29,150k+,Discover
2022-02-11,M,2011-08-23,"[19.9, 115.0]","Chase, Stanton and Peck",Other,40-49,150k+,Discover
2022-05-15,F,2007-09-05,"[-47.4, 74.0]",Smith-Robinson,Other,30-39,120k-150k,JCB 15 digit
2022-02-23,M,1927-11-30,"[-16.8, -116.2]",Smith-Morrow,Other,30-39,150k+,American Express
2021-03-04,F,1909-11-12,"[58.9, 23.6]","Garcia, Cox and Ware",Other,60+,150k+,Diners Club / Carte Blanche
2019-10-11,F,1942-07-08,"[-52.2, 60.5]",Williams PLC,Other,<20,30k-60k,VISA 13 digit
2022-01-18,F,1976-07-30,"[43.1, 18.3]",Mcclain LLC,Other,60+,90k-120k,JCB 16 digit
2022-04-16,F,1973-11-20,"[86.9, 40.6]",Lambert PLC,Other,50-59,150k+,JCB 15 digit
2021-08-12,F,1930-07-19,"[29.2, 8.5]","Padilla, Petty and Davenport",Other,40-49,90k-120k,VISA 13 digit
2019-08-14,M,1933-06-10,"[10.3, -90.6]",Nolan-Reynolds,Other,20-29,90k-120k,VISA 16 digit
2022-01-10,F,1975-11-18,"[60.0, -68.4]",Nash-Holmes,Other,50-59,150k+,Maestro
2021-12-27,M,2019-04-04,"[5.7, 144.8]",Davis-Gardner,Other,60+,30k-60k,Discover
2022-02-23,M,1933-04-09,"[19.6, -125.7]",Fisher-Perry,Other,20-29,60k-90k,VISA 16 digit
2021-04-16,F,1920-10-19,"[-8.3, 95.4]","Murphy, Brown and Ramsey",Other,30-39,60k-90k,JCB 16 digit
2020-01-30,F,1976-11-25,"[64.0, 158.4]",Moody-Miller,Other,30-39,30k-60k,VISA 13 digit
2020-06-07,M,1959-10-17,"[42.3, -159.6]","Rhodes, Thompson and Huffman",Other,50-59,<30k,Mastercard
2020-11-17,F,1999-06-18,"[26.4, 5.7]",Wilkins-Schroeder,Other,30-39,150k+,JCB 16 digit
2020-11-15,M,1992-12-21,"[-9.9, -166.2]","Lawson, Hurst and Cox",Other,50-59,90k-120k,VISA 16 digit
2020-11-25,F,1985-08-29,"[-40.2, -82.9]",Williams-Henderson,Other,30-39,90k-120k,VISA 13 digit
2021-01-10,M,1996-06-09,"[-88.7, 110.6]","Cameron, Long and Lowe",Other,50-59,<30k,Mastercard
2021-12-24,F,1951-12-12,"[-8.3, 42.9]",Moore-Williamson,Other,50-59,90k-120k,JCB 15 digit
2020-06-09,F,1988-10-01,"[36.4, -31.9]","Pacheco, Ortiz and Mcgrath",Other,30-39,150k+,Diners Club / Carte Blanche
2021-08-05,F,1943-05-18,"[59.7, -64.2]",Parrish Group,Other,20-29,90k-120k,Maestro
2020-03-26,F,1976-06-04,"[25.2, -157.7]","Miller, Mclean and Henderson",Other,<20,120k-150k,JCB 15 digit
2021-12-25,F,1970-02-03,"[42.0, 142.4]","Williams, Marshall and Mitchell",Other,30-39,30k-60k,VISA 16 digit
2020-08-25,F,1928-10-05,"[66.9, 111.6]","Johnson, Townsend and Hughes",Professional,30-39,30k-60k,JCB 15 digit
2022-05-01,M,1928-05-07,"[-34.6, 25.1]",Mora Inc,Other,40-49,120k-150k,Diners Club / Carte Blanche
2021-10-14,F,1998-06-10,"[-7.1, 122.7]","Mason, Ross and Johnson",Other,40-49,90k-120k,Discover
2020-09-25,F,1913-02-10,"[7.3, 43.6]",Pierce Ltd,Other,40-49,150k+,American Express
2019-07-10,M,1970-06-30,"[41.8, 23.4]",Wright Inc,Other,30-39,150k+,JCB 16 digit
2020-04-01,F,2012-06-13,"[-45.8, -7.3]",Crawford-George,Other,30-39,60k-90k,Discover
2019-10-10,F,1990-11-30,"[-54.8, -34.0]","Little, Simpson and Meyer",Other,50-59,30k-60k,JCB 15 digit
2020-05-05,M,2014-01-31,"[81.4, -51.6]","Cross, Garcia and King",Other,60+,150k+,VISA 19 digit
2021-10-23,F,2020-12-12,"[-71.7, 141.5]",Young-Carter,Other,20-29,60k-90k,JCB 16 digit
2021-07-08,M,1968-04-05,"[-47.6, 156.7]",Cook LLC,Other,30-39,60k-90k,Maestro
2022-03-26,F,1973-10-04,"[42.3, 126.6]",Johnson Inc,Other,60+,150k+,JCB 15 digit
2022-02-03,M,1944-11-18,"[-45.3, 93.4]","Davis, Anderson and Martinez",Other,40-49,60k-90k,Maestro
2020-08-31,M,1984-04-14,"[74.7, -138.7]",Klein Group,Other,20-29,60k-90k,Maestro
2021-11-27,M,1908-06-03,"[-11.6, 113.0]",Bridges-Taylor,Other,50-59,120k-150k,VISA 19 digit
2022-06-13,F,1955-07-18,"[-37.2, 91.3]","Hall, Holt and Grimes",Other,50-59,<30k,JCB 16 digit
2021-08-06,F,1947-02-11,"[-26.3, -40.6]",Thomas-Bridges,Other,30-39,150k+,Discover
2021-12-06,F,1968-06-01,"[15.1, 30.3]",Mitchell-Jenkins,Other,30-39,120k-150k,VISA 16 digit
2019-08-27,F,1920-12-25,"[3.6, -47.1]",Lynch LLC,Other,40-49,90k-120k,Discover
2019-08-28,F,1965-04-28,"[68.3, 127.1]","Castro, Elliott and Hicks",Other,40-49,150k+,JCB 15 digit
2020-02-09,M,1916-02-04,"[-55.0, 86.2]",Collins Ltd,Other,20-29,150k+,JCB 16 digit
2020-04-16,M,1944-04-02,"[36.8, 157.4]","Miller, Taylor and Shea",Other,30-39,120k-150k,Maestro
2021-04-02,M,1980-04-12,"[59.3, 135.8]","Miller, Mathews and Ford",Other,20-29,150k+,VISA 16 digit
2020-06-16,M,1918-12-12,"[78.8, 25.9]",Smith-Ramirez,Professional,50-59,60k-90k,VISA 13 digit
2020-02-02,M,2003-07-20,"[-87.3, -85.6]","Cruz, Butler and Powell",Other,20-29,150k+,JCB 15 digit
2019-08-25,M,1921-02-10,"[-35.5, 145.0]",Smith-Sawyer,Other,40-49,150k+,VISA 16 digit
2021-12-26,M,1972-04-05,"[36.1, -50.7]",Garcia LLC,Other,<20,90k-120k,JCB 15 digit
2019-08-18,M,1975-08-17,"[90.0, 130.6]",Flores Inc,Other,30-39,60k-90k,Maestro
2022-06-06,M,1972-04-17,"[50.5, 75.3]",Brown PLC,Other,30-39,120k-150k,JCB 16 digit
2020-10-10,M,1982-08-10,"[-86.2, 134.9]",Smith-Estrada,Other,40-49,120k-150k,Maestro
2021-11-17,M,1923-10-11,"[7.0, 39.2]","Cordova, Lindsey and Anderson",Other,60+,150k+,American Express
2019-06-23,F,1967-01-14,"[84.1, 95.0]",Smith-Osborne,Other,60+,150k+,Diners Club / Carte Blanche
2020-07-15,F,2014-08-08,"[-23.5, 85.2]",Robles-Jenkins,Other,30-39,150k+,JCB 16 digit
2021-07-12,M,1997-08-06,"[-86.3, 102.5]","Jensen, Obrien and Mitchell",Other,30-39,60k-90k,JCB 15 digit
2021-05-01,F,1956-01-11,"[53.5, 128.5]",Lawson-Ramos,Other,40-49,30k-60k,Mastercard
2019-07-14,M,1977-10-06,"[-88.7, 138.3]",Gonzalez-Smith,Other,50-59,150k+,JCB 16 digit
2021-01-08,M,2007-03-02,"[-75.9, 90.8]","Powell, Harvey and Rich",Other,20-29,30k-60k,JCB 15 digit
2019-08-12,M,1926-04-21,"[-78.8, 100.3]",Russo LLC,Other,20-29,90k-120k,Diners Club / Carte Blanche
2020-03-10,M,1991-07-27,"[15.2, 113.5]",Baker Inc,Other,60+,150k+,Diners Club / Carte Blanche
2021-08-06,F,2014-12-10,"[34.0, -21.7]",Morales-Cruz,Other,50-59,120k-150k,VISA 16 digit
2021-03-12,F,2019-03-23,"[52.1, 7.3]","Smith, Zhang and Johnston",Other,40-49,150k+,VISA 16 digit
2021-10-31,M,1928-08-22,"[80.4, 112.6]",Hall Group,Other,20-29,90k-120k,Diners Club / Carte Blanche
2021-04-19,M,1998-11-16,"[-76.2, -26.0]","Snow, Hughes and Nichols",Other,20-29,150k+,JCB 16 digit
2019-06-27,M,2015-05-28,"[81.9, 116.6]",Lawson Inc,Other,<20,90k-120k,VISA 19 digit
2020-12-17,F,1985-05-15,"[-68.9, 132.9]",Fields-Deleon,Other,40-49,60k-90k,VISA 13 digit
2022-05-05,F,1935-05-31,"[66.5, -145.8]",Johnson-Wilson,Other,<20,60k-90k,Maestro
2021-09-23,F,1919-06-06,"[-71.4, 118.3]",Wood LLC,Other,50-59,30k-60k,Maestro
2020-05-09,M,1929-11-05,"[55.1, -6.4]",Walton Group,Other,20-29,30k-60k,Diners Club / Carte Blanche
2021-08-11,F,1927-05-03,"[-49.7, 129.6]",Douglas Inc,Other,40-49,<30k,VISA 16 digit
2021-02-10,M,1915-10-18,"[-41.9, 6.5]",Stewart Ltd,Other,20-29,120k-150k,Maestro
2021-07-14,M,1942-11-01,"[-65.3, -82.1]","Lee, Reed and Larson",Other,20-29,90k-120k,Maestro
2020-04-21,M,1986-10-28,"[52.2, -163.1]","Meadows, Leonard and Williams",Other,30-39,150k+,VISA 13 digit
2021-05-02,M,1927-07-04,"[-17.7, -90.8]",Walker LLC,Other,30-39,150k+,Mastercard
2022-03-14,M,2001-07-13,"[32.7, -23.0]","Ashley, Fitzgerald and Hendrix",Other,40-49,<30k,Maestro
2020-08-01,M,1984-04-06,"[-59.7, 49.9]",Olson Inc,Other,30-39,150k+,VISA 16 digit
2020-07-15,F,1943-06-15,"[-67.0, -84.5]","Grimes, Fernandez and Gonzalez",Other,50-59,90k-120k,JCB 16 digit
2021-07-17,F,1933-02-08,"[16.6, 65.0]","Rodriguez, Young and Ware",Other,40-49,90k-120k,Discover
2021-04-02,M,2007-03-08,"[-19.7, -139.6]",Johnson Ltd,Other,50-59,30k-60k,JCB 15 digit
2022-05-05,F,1972-12-30,"[-70.5, -153.2]",Gray-Johnson,Professional,20-29,90k-120k,Discover
2021-02-24,F,2020-10-21,"[83.2, 130.0]","Fowler, Liu and Martin",Other,40-49,90k-120k,Diners Club / Carte Blanche
2021-09-11,M,1962-11-23,"[86.1, -58.0]",Valenzuela LLC,Other,30-39,150k+,VISA 19 digit
2021-02-09,M,1971-12-21,"[29.6, 33.9]",Garcia-Jones,Other,20-29,120k-150k,Mastercard
2021-01-22,M,1989-12-30,"[-85.2, 90.9]",Perry Inc,Other,20-29,150k+,JCB 15 digit
2019-12-27,F,1946-06-27,"[-45.9, -36.1]",Herring LLC,Other,60+,30k-60k,Mastercard
2021-06-26,M,1998-02-10,"[45.1, 163.9]",Kane-Nolan,Other,50-59,30k-60k,JCB 15 digit
2022-02-16,M,1917-01-01,"[38.4, -170.9]",Hooper-David,Other,20-29,60k-90k,JCB 15 digit
2020-09-17,F,1961-05-28,"[-79.9, -99.9]",Stephens Inc,Other,20-29,30k-60k,Diners Club / Carte Blanche
2022-06-15,M,1983-05-26,"[-83.4, 164.6]",Smith-Hicks,Other,50-59,150k+,VISA 13 digit
2020-12-11,M,2000-04-02,"[9.8, -121.3]",Lee LLC,Other,30-39,150k+,VISA 16 digit
2020-10-05,M,1945-06-13,"[-36.7, 5.6]",Bush-Davis,Other,20-29,150k+,JCB 15 digit
2020-12-26,F,1995-09-21,"[37.8, -142.2]","Vazquez, Weber and Tucker",Other,20-29,90k-120k,Mastercard
2022-06-21,M,1977-09-07,"[26.0, -114.0]","Lopez, Hernandez and Smith",Other,50-59,30k-60k,VISA 19 digit
2021-03-26,F,1969-11-25,"[-5.0, 102.9]",Hebert-Santos,Other,20-29,<30k,JCB 16 digit
2020-03-14,F,1960-06-06,"[-7.8, -14.9]","Jackson, Martinez and Kirby",Other,50-59,30k-60k,VISA 13 digit
2020-10-06,M,1917-01-03,"[16.7, -45.0]","Schultz, Morgan and Schmidt",Other,<20,60k-90k,Mastercard
2022-02-05,F,1981-08-13,"[66.2, 80.7]",Kaufman Group,Other,50-59,90k-120k,American Express
2020-01-17,F,1919-03-03,"[-71.8, 125.3]","Edwards, Wilson and Roach",Other,20-29,<30k,American Express
2020-11-09,F,2004-02-17,"[-57.1, 114.6]",Anderson-Garcia,Other,40-49,150k+,VISA 16 digit
2020-06-02,F,1945-03-12,"[67.1, 81.5]",Miller PLC,Other,20-29,150k+,VISA 16 digit
2020-03-28,F,1953-05-06,"[23.8, -134.0]","Johnson, Myers and Stuart",Other,40-49,150k+,Maestro
2021-03-06,F,1988-04-13,"[28.0, 33.6]","Davis, Robertson and Anderson",Other,50-59,30k-60k,VISA 13 digit
2020-03-09,M,2005-09-23,"[19.6, 166.6]",Gutierrez Inc,Other,40-49,150k+,JCB 16 digit
2019-06-26,M,1908-12-12,"[80.5, -158.6]",Turner-Nash,Other,20-29,150k+,JCB 15 digit
2020-03-07,M,1927-08-02,"[86.3, -95.0]",Atkinson Ltd,Other,50-59,<30k,Maestro
2020-09-24,M,1928-12-20,"[-3.3, -31.4]","Parker, Richmond and Anderson",Other,60+,90k-120k,VISA 19 digit
2021-12-07,F,1961-05-04,"[84.1, 80.3]","Craig, Irwin and Vasquez",Other,30-39,60k-90k,Diners Club / Carte Blanche
2021-09-05,M,1995-09-11,"[43.1, -135.1]",Lane-Paul,Other,40-49,120k-150k,VISA 16 digit
2020-01-11,F,1925-11-11,"[34.1, -160.7]","Vasquez, Mccoy and Johnson",Other,50-59,150k+,VISA 13 digit
2020-10-17,M,1917-06-15,"[-36.1, 111.0]",Beard-Watts,Other,50-59,150k+,VISA 16 digit
2021-04-17,F,2005-04-10,"[20.1, -87.0]",Mitchell-Parks,Other,30-39,60k-90k,VISA 13 digit
2020-10-06,F,1926-04-28,"[-8.5, 132.3]",Clements-Sloan,Other,20-29,<30k,Diners Club / Carte Blanche
2021-08-14,F,1978-03-14,"[15.2, 32.9]","Hall, Cohen and Moore",Other,50-59,90k-120k,VISA 16 digit
2019-06-28,F,2009-08-16,"[16.5, 124.0]",Henson PLC,Other,20-29,120k-150k,VISA 16 digit
2020-11-29,M,2012-05-14,"[-32.0, 79.2]","Gates, Weaver and Kane",Other,30-39,150k+,Mastercard
2019-08-21,F,1963-06-13,"[73.1, -39.8]","Arias, Rosario and Jones",Other,30-39,120k-150k,VISA 16 digit
2019-07-15,M,1988-12-31,"[-5.3, 0.6]",Hunter and Sons,Other,50-59,150k+,JCB 15 digit
2021-02-27,F,1995-01-28,"[4.2, 72.8]",Gray Group,Other,50-59,90k-120k,VISA 16 digit
2020-02-05,M,1930-05-31,"[52.9, -173.3]","Walls, Brennan and Ryan",Other,40-49,120k-150k,VISA 13 digit
2021-01-13,M,1998-08-17,"[55.8, -167.2]","Wood, Woodward and Short",Other,40-49,90k-120k,Maestro
2020-06-19,M,1974-04-25,"[-14.8, -138.6]","Horton, Martin and Cooper",Other,50-59,150k+,VISA 19 digit
2021-06-13,F,2006-10-24,"[-50.0, -73.1]",Conway Ltd,Other,40-49,120k-150k,Diners Club / Carte Blanche
2020-07-16,M,1992-03-22,"[29.8, 120.7]","Pham, Welch and Camacho",Other,50-59,90k-120k,VISA 19 digit
2021-11-02,M,2015-05-18,"[46.4, -13.7]",Clark-Kramer,Other,50-59,60k-90k,Discover
2021-10-30,F,1949-05-24,"[22.7, -159.2]",Carlson Group,Other,50-59,30k-60k,JCB 15 digit
2021-11-06,F,1993-06-22,"[33.9, 128.7]",Lutz-Hull,Other,40-49,90k-120k,VISA 19 digit
2021-06-01,F,1934-02-12,"[64.9, 91.9]","Hill, Rodriguez and Church",Other,20-29,150k+,VISA 19 digit
2021-02-10,M,1960-05-15,"[-7.0, 45.1]",Maxwell Group,Other,50-59,30k-60k,American Express
2021-11-19,F,1999-05-21,"[-58.8, -49.6]","Allen, Bailey and Richard",Other,30-39,90k-120k,VISA 19 digit
2021-05-10,F,1960-05-08,"[49.2, 48.8]",Bullock-West,Other,40-49,30k-60k,VISA 13 digit
2020-11-28,M,1983-08-16,"[53.1, 157.9]",Livingston-Johnson,Other,60+,150k+,Discover
2021-12-05,M,2012-05-19,"[42.7, -111.3]",Tapia Group,Other,20-29,150k+,JCB 16 digit
2022-05-06,M,1909-06-11,"[-15.4, 69.4]","Bright, Mclean and Dennis",Other,40-49,150k+,JCB 15 digit
2020-07-07,F,2020-07-27,"[-62.6, 103.6]","Perez, Mccoy and Espinoza",Other,40-49,60k-90k,VISA 16 digit
2022-02-09,M,1943-02-08,"[3.4, -6.3]",Smith and Sons,Other,60+,60k-90k,Discover
2019-09-29,F,1999-09-12,"[-5.7, -37.7]",Hicks-Ramirez,Other,40-49,150k+,Maestro
2020-04-11,M,1925-08-23,"[-34.2, -35.1]","Holt, Clark and Martinez",Other,20-29,60k-90k,VISA 13 digit
2020-12-01,F,1929-11-20,"[-83.3, -38.8]",Hines and Sons,Other,40-49,90k-120k,Diners Club / Carte Blanche
2019-10-20,M,1953-05-31,"[-29.8, -19.4]",Anderson LLC,Other,40-49,120k-150k,VISA 16 digit
2020-09-18,F,1922-10-27,"[-48.3, 48.6]","Simpson, Wilson and Howard",Other,<20,150k+,Discover
2021-07-21,F,1936-01-19,"[-11.2, -13.1]",Jones Group,Other,30-39,120k-150k,American Express
2021-08-02,F,1920-06-20,"[-29.6, -84.2]",Clark-Cole,Other,40-49,150k+,VISA 19 digit
2020-06-20,F,1975-12-08,"[-60.9, -113.8]",Johnson-Knight,Other,40-49,150k+,JCB 16 digit
2022-03-15,F,1991-08-27,"[49.9, -172.7]","Sutton, Gibson and Roberson",Other,40-49,90k-120k,Diners Club / Carte Blanche
2019-08-21,M,1921-03-13,"[37.3, 51.6]",Watson LLC,Other,30-39,90k-120k,JCB 16 digit
2022-02-23,F,1957-06-07,"[-32.9, 123.0]","Patterson, Fleming and Smith",Other,20-29,150k+,VISA 13 digit
2020-02-22,M,1976-05-17,"[77.7, 116.4]",Walker-Peters,Other,30-39,90k-120k,JCB 15 digit
2022-03-09,M,1928-12-25,"[4.7, 134.9]","Lloyd, Roberts and Durham",Other,40-49,30k-60k,VISA 19 digit
2022-04-30,M,1954-02-27,"[40.9, -130.7]",Lopez Ltd,Other,20-29,60k-90k,VISA 13 digit
2021-12-17,F,2008-03-25,"[-57.6, -93.4]",Montes and Sons,Other,<20,60k-90k,JCB 16 digit
2022-04-14,M,1935-08-30,"[46.1, 6.4]","Mueller, Davis and Bell",Other,40-49,90k-120k,Mastercard
2021-08-07,M,1992-02-22,"[47.0, -71.5]","Wells, Hall and Young",Other,20-29,150k+,American Express
2020-05-18,F,1990-05-07,"[-65.3, 104.6]",Ward-Coleman,Other,20-29,90k-120k,JCB 16 digit
2020-07-09,F,1980-12-03,"[21.4, 114.7]","Bolton, Bowen and Lloyd",Other,50-59,120k-150k,Maestro
2021-07-10,M,2014-04-24,"[57.1, -111.2]",Melton and Sons,Other,30-39,90k-120k,Mastercard
2019-07-31,F,1965-03-06,"[-10.0, -26.7]","Jackson, Mckinney and Medina",Other,20-29,150k+,American Express
2020-12-12,F,1958-05-08,"[88.1, -77.0]",Gomez-Carroll,Other,50-59,150k+,American Express
2019-09-24,F,2007-04-19,"[-19.4, -28.6]",Richards-Park,Other,40-49,30k-60k,VISA 16 digit
2021-02-20,F,2020-07-06,"[-74.7, 87.9]","Morales, Gomez and Lopez",Other,40-49,150k+,JCB 16 digit
2019-07-07,M,1964-01-11,"[76.6, -47.9]","Wilkerson, Perry and Carr",Other,50-59,150k+,American Express
2020-01-11,M,1972-12-23,"[44.1, -0.9]","Luna, Barnes and Walker",Other,30-39,150k+,VISA 13 digit
2019-10-09,F,1993-12-30,"[-87.6, -102.0]",Cook-Thompson,Professional,50-59,60k-90k,Mastercard
2022-02-02,F,1910-08-08,"[43.1, -60.1]",Hardin Inc,Other,60+,150k+,Mastercard
2020-08-03,F,2019-08-30,"[-77.5, 72.3]",Shields-Riley,Other,<20,120k-150k,Mastercard
2019-09-15,M,1933-01-10,"[5.5, 101.9]",Davis-Peterson,Other,60+,150k+,JCB 16 digit
2020-12-25,M,1909-07-13,"[-36.2, 153.4]",West Inc,Other,40-49,30k-60k,American Express
2021-06-15,F,1911-05-18,"[78.4, 0.5]",Patel-Taylor,Other,50-59,120k-150k,American Express
2020-11-03,M,2012-09-23,"[42.1, -151.7]",Carter Ltd,Other,50-59,150k+,JCB 16 digit
2019-12-03,M,1921-07-22,"[82.9, -168.3]","Cline, Johnston and Anderson",Other,30-39,30k-60k,JCB 16 digit
2021-06-18,M,1977-09-04,"[-68.4, 75.5]",Hernandez-Smith,Other,20-29,30k-60k,VISA 13 digit
2020-04-20,F,1994-10-04,"[3.9, -23.5]",Dodson Inc,Other,30-39,150k+,VISA 16 digit
2022-01-08,F,1933-05-25,"[-87.0, -134.8]",Simpson-Lopez,Other,60+,60k-90k,VISA 19 digit
2021-08-31,M,1981-02-11,"[-4.8, 137.9]",Andrews PLC,Other,40-49,90k-120k,Discover
2021-05-31,M,1983-11-17,"[-74.2, -144.2]",Collins-Lee,Other,30-39,30k-60k,Discover
2020-11-13,M,2007-03-28,"[54.6, -4.5]",Meyer-Medina,Other,30-39,150k+,Maestro
2020-05-04,F,1930-12-03,"[42.1, 157.0]",Coleman and Sons,Other,30-39,120k-150k,VISA 19 digit
2021-12-09,F,1950-11-02,"[32.5, -36.7]","Meza, Vaughn and Hunter",Other,30-39,120k-150k,JCB 16 digit
2020-04-26,F,2005-09-27,"[-24.2, -161.8]",Arellano-Ramos,Other,20-29,60k-90k,American Express
2021-08-14,F,1979-03-19,"[-36.3, 153.8]","Parker, Owens and Russell",Other,40-49,150k+,VISA 16 digit
2020-12-18,F,2014-06-09,"[-12.9, 153.4]",Young Group,Other,20-29,150k+,Mastercard
2020-11-18,F,1938-02-09,"[4.9, 67.3]",Aguirre Inc,Other,20-29,150k+,JCB 16 digit
2020-09-15,M,2014-11-02,"[75.2, 110.6]",French-Thomas,Other,30-39,150k+,Mastercard
2021-10-23,M,1983-02-18,"[-29.9, 69.6]",Walter-Johnson,Other,50-59,30k-60k,VISA 16 digit
2021-08-16,M,1909-02-18,"[-79.1, -158.5]",Huynh-Wyatt,Other,40-49,120k-150k,VISA 16 digit
2020-12-28,F,1920-11-30,"[44.3, -57.1]",Ward-Huffman,Other,20-29,150k+,Maestro
2019-10-09,M,1915-01-25,"[-21.7, -146.9]",Martin Group,Other,40-49,150k+,Mastercard
2021-03-06,F,1914-01-10,"[-81.6, -35.4]",Johnson-Johnston,Other,<20,30k-60k,VISA 16 digit
2020-11-27,M,1916-11-17,"[48.6, -156.6]","Simpson, Collins and Hogan",Other,20-29,30k-60k,VISA 13 digit
2021-09-01,M,1933-08-31,"[-23.1, 171.5]",Mueller-Chan,Other,40-49,150k+,VISA 13 digit
2021-12-23,M,1936-06-23,"[58.2, 104.2]",White-Moses,Other,40-49,30k-60k,Maestro
2020-08-22,M,1926-04-15,"[-53.6, 8.0]",Sandoval Inc,Other,20-29,90k-120k,Discover
2019-09-26,M,1932-03-07,"[1.4, -121.3]",Hudson Inc,Other,50-59,120k-150k,American Express
2020-07-26,F,1984-05-16,"[-15.2, -76.3]","Mccullough, Wong and Singh",Other,20-29,150k+,JCB 15 digit
2022-05-03,M,1955-07-02,"[-44.1, -42.3]","Hernandez, Valencia and Hess",Professional,20-29,120k-150k,VISA 16 digit
2020-12-05,F,1990-11-30,"[-67.9, 57.4]",Dixon PLC,Other,30-39,150k+,Maestro
2020-09-20,F,1964-03-29,"[-80.9, -99.7]","Graham, Parker and Rodriguez",Other,50-59,150k+,JCB 15 digit
2020-08-09,F,1970-08-15,"[-6.3, 99.4]","Smith, Martin and Stewart",Other,30-39,120k-150k,Mastercard
2020-08-24,F,2008-05-25,"[-37.7, -145.7]","Ramirez, Bryant and Anderson",Other,40-49,150k+,VISA 16 digit
2020-02-06,F,1972-01-12,"[35.1, -18.1]","Porter, Gonzales and York",Other,40-49,150k+,Diners Club / Carte Blanche
2022-04-19,F,2001-07-10,"[0.2, -92.5]","Smith, Campbell and Collins",Other,30-39,30k-60k,VISA 19 digit
2019-08-31,M,1941-05-02,"[30.0, 20.6]",Reed PLC,Other,40-49,90k-120k,VISA 16 digit
2019-11-07,M,1923-06-15,"[-16.3, -138.2]",Ryan Inc,Other,50-59,60k-90k,Mastercard
2021-12-31,F,1912-01-09,"[33.3, 79.9]",Glover-Abbott,Other,20-29,<30k,VISA 16 digit
2020-06-08,F,1938-07-25,"[37.0, 113.6]",Thomas Inc,Other,20-29,150k+,Diners Club / Carte Blanche
2019-09-15,F,1944-05-13,"[43.0, -101.8]",Kelley-King,Other,50-59,150k+,VISA 19 digit
2019-08-30,M,1984-08-03,"[60.4, 62.9]",Garrett-Rojas,Other,40-49,150k+,JCB 16 digit
2021-10-31,F,1977-11-01,"[-75.6, 54.4]",Jones Ltd,Other,<20,150k+,VISA 13 digit
2020-11-16,F,2019-09-22,"[-87.1, -98.7]",Hernandez-Tapia,Other,50-59,150k+,American Express
2020-06-25,F,1955-09-11,"[64.1, -157.7]","Gill, Underwood and Morris",Other,30-39,150k+,American Express
2019-10-10,M,1912-05-26,"[-33.0, -145.1]",Ramirez Group,Other,20-29,30k-60k,American Express
2020-05-09,M,1967-05-21,"[-31.8, 13.5]",Miller-Morris,Other,20-29,30k-60k,VISA 13 digit
2021-07-12,M,1958-03-12,"[-75.2, 85.1]",Reynolds-Wood,Other,40-49,150k+,JCB 15 digit
2020-01-27,M,2018-06-23,"[-35.0, 60.1]",Walsh-Miranda,Other,50-59,150k+,JCB 16 digit
2021-02-09,F,2000-01-04,"[-73.8, -25.4]",Espinoza and Sons,Other,50-59,150k+,JCB 15 digit
2021-03-26,M,2019-03-08,"[19.5, -174.6]","Lambert, Robinson and Hughes",Other,30-39,30k-60k,JCB 15 digit
2019-12-17,M,1944-07-15,"[17.3, 88.7]",Hicks Group,Other,40-49,30k-60k,JCB 16 digit
2020-08-30,F,1992-02-16,"[14.6, 177.7]","Williams, Cruz and Gray",Other,50-59,150k+,JCB 15 digit
2021-04-05,M,2017-02-17,"[-60.0, -75.7]","Johnson, Green and Anderson",Other,30-39,90k-120k,VISA 13 digit
2020-06-04,M,2005-02-19,"[-22.2, 82.9]","Robinson, Rollins and Lynch",Other,20-29,90k-120k,VISA 16 digit
2022-05-29,F,2006-06-03,"[-18.6, -102.0]",Duncan Inc,Other,30-39,120k-150k,JCB 16 digit
2022-03-26,F,1907-08-05,"[2.8, -151.5]",Hess Inc,Other,60+,<30k,JCB 16 digit
2021-11-03,F,1908-12-10,"[-10.9, 172.7]","Dyer, Johnson and Myers",Other,50-59,60k-90k,VISA 16 digit
2020-07-22,F,2019-08-25,"[-67.7, 94.3]",Johnson-Munoz,Other,50-59,60k-90k,Diners Club / Carte Blanche
2020-11-14,F,1955-06-30,"[15.2, -155.8]",Harmon Ltd,Other,30-39,30k-60k,JCB 16 digit
